ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CLEAR_DTC,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,DTC_ABSOLUTE_LOAD,DTC_ACCELERATOR_POS_D,DTC_ACCELERATOR_POS_E,DTC_BAROMETRIC_PRESSURE,DTC_CONTROL_MODULE_VOLTAGE,DTC_COOLANT_TEMP,DTC_DISTANCE_SINCE_DTC_CLEAR,DTC_DISTANCE_W_MIL,DTC_ENGINE_LOAD,DTC_EVAPORATIVE_PURGE,DTC_FUEL_STATUS,DTC_INTAKE_PRESSURE,DTC_INTAKE_TEMP,DTC_LONG_FUEL_TRIM_1,DTC_O2_B1S1,DTC_O2_B1S2,DTC_O2_SENSORS,DTC_OBD_COMPLIANCE,DTC_PIDS_B,DTC_PIDS_C,DTC_RELATIVE_THROTTLE_POS,DTC_RPM,DTC_RUN_TIME,DTC_SHORT_FUEL_TRIM_1,DTC_SPEED,DTC_STATUS,DTC_THROTTLE_ACTUATOR,DTC_THROTTLE_POS,DTC_THROTTLE_POS_B,DTC_TIMING_ADVANCE,DTC_WARMUPS_SINCE_DTC_CLEAR,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MONITOR_CATALYST_B1,MONITOR_O2_B1S1,O2_B1S1,O2_B1S2,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,WARMUPS_SINCE_DTC_CLEAR,TIMESTAMP_OBD,MERGED_TIMESTAMP,TIMESTAMP_EPS8266,GPS_STATUS,LATITUDE,LONGITUDE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,VIBRATION_STATUS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:18,Signal Acquired,15.516402,73.945898,0.65,2.38,8.61,-0.03,0.09,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:18,Signal Acquired,15.516402,73.945898,2.22,1.83,8.83,-0.02,-0.03,0.01,DETECTED
20.784313725490197 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,67 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,25.49019607843137 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],31 kilopascal,40 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.86 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.882352941176471 percent,779.0 revolutions_per_minute,214.0 second,-3.90625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0e01270>,6.2745098039215685 percent,14.117647058823529 percent,14.117647058823529 percent,4.0 degree,0.0 count,2025-04-24 16:45:23,2025-04-24 16:45:26,2025-04-24 16:45:23,Signal Acquired,15.516407,73.945897,0.33,2.46,8.57,-0.05,0.08,-0.02,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:23,Signal Acquired,15.516407,73.945897,2.32,1.81,8.51,-0.03,-0.03,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:23,Signal Acquired,15.516407,73.945897,0.63,2.41,8.71,-0.05,0.07,-0.01,DETECTED
20.392156862745097 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.75 volt,67 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,25.88235294117647 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,40 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.105 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,718.25 revolutions_per_minute,219.0 second,2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0e03b50>,6.2745098039215685 percent,14.117647058823529 percent,14.117647058823529 percent,8.5 degree,0.0 count,2025-04-24 16:45:28,2025-04-24 16:45:31,2025-04-24 16:45:28,Signal Acquired,15.516407,73.945897,1.51,2.09,8.99,-0.05,-0.05,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:28,Signal Acquired,15.516406,73.945897,1.9,2.12,8.72,0.0,0.02,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:28,Signal Acquired,15.516406,73.945897,0.68,2.34,8.44,-0.09,0.06,-0.01,DETECTED
23.137254901960784 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.794 volt,68 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,25.098039215686274 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],32 kilopascal,40 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.115 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,728.5 revolutions_per_minute,224.0 second,-2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0c1f7c0>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,11.5 degree,0.0 count,2025-04-24 16:45:33,2025-04-24 16:45:36,2025-04-24 16:45:33,Signal Acquired,15.516404,73.945897,1.17,2.16,8.8,-0.06,-0.0,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:33,Signal Acquired,15.516404,73.945897,1.97,2.0,8.92,0.0,0.01,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:33,Signal Acquired,15.516402,73.945897,1.33,2.22,8.72,-0.01,0.04,-0.0,DETECTED
21.56862745098039 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.73 volt,68 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,26.666666666666668 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],34 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.895 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.490196078431373 percent,859.75 revolutions_per_minute,229.0 second,-3.125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0c1c760>,8.627450980392156 percent,16.07843137254902 percent,15.686274509803921 percent,-1.5 degree,0.0 count,2025-04-24 16:45:38,2025-04-24 16:45:41,2025-04-24 16:45:38,Signal Acquired,15.516402,73.945897,0.66,2.39,8.67,-0.06,0.06,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:38,Signal Acquired,15.5164,73.945897,2.22,1.96,8.77,0.0,0.01,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:38,Signal Acquired,15.5164,73.945897,1.57,2.12,8.88,-0.04,-0.04,0.0,DETECTED
20.392156862745097 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.677 volt,69 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,25.88235294117647 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],32 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.89 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.490196078431373 percent,944.0 revolutions_per_minute,234.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0db5720>,8.235294117647058 percent,15.686274509803921 percent,15.294117647058824 percent,25.5 degree,0.0 count,2025-04-24 16:45:43,2025-04-24 16:45:46,2025-04-24 16:45:43,Signal Acquired,15.516396,73.945897,0.39,2.43,8.66,-0.05,0.07,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:43,Signal Acquired,15.516396,73.945897,1.91,1.92,8.69,-0.06,-0.06,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:43,Signal Acquired,15.516391,73.945897,0.63,2.46,8.75,-0.03,0.09,-0.01,DETECTED
19.607843137254903 percent,18.431372549019606 percent,9.019607843137255 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,69 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,25.098039215686274 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,41 degree_Celsius,4.6875 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.195 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,6.2745098039215685 percent,1296.5 revolutions_per_minute,239.0 second,-2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0db5e40>,8.235294117647058 percent,15.686274509803921 percent,15.294117647058824 percent,9.5 degree,0.0 count,2025-04-24 16:45:48,2025-04-24 16:45:51,2025-04-24 16:45:47,Signal Acquired,15.516391,73.945897,2.03,1.97,8.69,-0.03,-0.06,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:47,Signal Acquired,15.516388,73.945897,0.9,2.39,8.69,-0.02,0.09,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:47,Signal Acquired,15.516388,73.945897,1.18,2.06,9.2,-0.06,-0.03,-0.01,DETECTED
19.607843137254903 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,70 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,26.274509803921568 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],32 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.86 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.490196078431373 percent,819.25 revolutions_per_minute,244.0 second,-2.34375 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0c63700>,6.2745098039215685 percent,14.117647058823529 percent,13.72549019607843 percent,8.0 degree,0.0 count,2025-04-24 16:45:52,2025-04-24 16:45:56,2025-04-24 16:45:52,Signal Acquired,15.516386,73.945897,1.84,2.14,8.88,0.0,0.03,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:52,Signal Acquired,15.516386,73.945897,0.55,2.42,8.39,-0.07,0.06,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:52,Signal Acquired,15.516382,73.945897,2.15,1.87,8.51,-0.02,-0.05,0.0,DETECTED
20.392156862745097 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.823 volt,70 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,25.88235294117647 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.08 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,728.5 revolutions_per_minute,249.0 second,0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0c63fd0>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,7.5 degree,0.0 count,2025-04-24 16:45:57,2025-04-24 16:46:01,2025-04-24 16:45:57,Signal Acquired,15.516382,73.945897,1.65,2.24,8.98,-0.0,0.03,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:57,Signal Acquired,15.516378,73.945897,0.82,2.29,8.58,-0.05,0.08,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:45:57,Signal Acquired,15.516378,73.945897,0.73,2.2,8.69,-0.08,0.05,-0.01,DETECTED
19.607843137254903 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.726 volt,71 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,25.098039215686274 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],34 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.5 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,694.5 revolutions_per_minute,254.0 second,0.0 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0c85a50>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,8.0 degree,0.0 count,2025-04-24 16:46:02,2025-04-24 16:46:06,2025-04-24 16:46:02,Signal Acquired,15.516374,73.945897,1.6,2.05,8.82,-0.04,-0.04,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:02,Signal Acquired,15.516374,73.945897,1.81,2.0,8.73,0.01,-0.03,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:02,Signal Acquired,15.516372,73.945897,1.81,2.13,8.83,0.03,-0.03,0.0,DETECTED
19.607843137254903 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,,71 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,25.098039215686274 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],32 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.09 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.098039215686274 percent,725.0 revolutions_per_minute,259.0 second,0.0 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0c861a0>,6.2745098039215685 percent,14.117647058823529 percent,13.72549019607843 percent,9.0 degree,1.0 count,2025-04-24 16:46:07,2025-04-24 16:46:11,2025-04-24 16:46:07,Signal Acquired,15.516372,73.945897,1.73,2.26,8.72,0.01,0.0,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:07,Signal Acquired,15.516372,73.945897,1.77,2.37,8.63,0.02,0.01,0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:07,Signal Acquired,15.516372,73.945897,1.54,2.26,8.66,-0.01,0.05,-0.0,DETECTED
19.607843137254903 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.794 volt,71 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,25.098039215686274 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.795 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,702.75 revolutions_per_minute,264.0 second,-0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0c9b910>,5.882352941176471 percent,13.72549019607843 percent,13.72549019607843 percent,11.5 degree,0.0 count,2025-04-24 16:46:12,2025-04-24 16:46:16,2025-04-24 16:46:12,Signal Acquired,15.516372,73.945897,0.66,2.34,8.64,-0.07,0.07,-0.02,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:12,Signal Acquired,15.516372,73.945897,0.83,2.28,8.67,-0.09,0.07,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:12,Signal Acquired,15.516368,73.945897,1.1,2.14,8.77,-0.07,0.03,-0.0,DETECTED
19.607843137254903 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,72 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.8 volt,25.098039215686274 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],32 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.105 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,698.25 revolutions_per_minute,269.0 second,1.5625 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0cb9f30>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,10.0 degree,0.0 count,2025-04-24 16:46:17,2025-04-24 16:46:21,2025-04-24 16:46:17,Signal Acquired,15.516368,73.945897,0.73,2.36,8.79,-0.02,0.04,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:17,Signal Acquired,15.516365,73.945897,2.03,1.95,9.2,-0.02,0.01,-0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:17,Signal Acquired,15.516365,73.945897,0.97,2.33,8.62,-0.05,0.03,-0.01,DETECTED
19.607843137254903 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,0.0 volt,72 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.7 volt,24.705882352941178 percent,0.0 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],33 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.74 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,4.705882352941177 percent,687.75 revolutions_per_minute,273.0 second,-0.78125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0cc9d80>,6.2745098039215685 percent,13.72549019607843 percent,13.72549019607843 percent,9.5 degree,0.0 count,2025-04-24 16:46:22,2025-04-24 16:46:26,2025-04-24 16:46:22,Signal Acquired,15.516362,73.945898,1.39,2.13,8.94,-0.05,-0.01,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:22,Signal Acquired,15.516362,73.945898,1.13,2.17,8.44,-0.04,0.07,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:22,Signal Acquired,15.516358,73.945898,0.65,2.37,8.5,-0.05,0.04,-0.01,DETECTED
19.215686274509803 percent,14.901960784313726 percent,7.450980392156863 percent,100 kilopascal,bytearray(b'33920-67P0*'),,13.818 volt,72 degree_Celsius,0.0 kilometer,0.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,13.6 volt,28.627450980392158 percent,3.5294117647058822 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",[],[],34 kilopascal,41 degree_Celsius,-3.125 percent,10000000000000000000000000000001,10000000000000000000000000000000,Unknown : 0.0 millisecond [PASSED],Sensor period : 0.0 millisecond [PASSED],0.93 volt,1.275 volt,"((), (False, False, False, False), (False, False, True, True))",EOBD (Europe),0001000000000000000000000000000000000000,10111110001111101011100000010011,10000000000001011010000000000001,01101010110100000000000000000000,5.490196078431373 percent,919.75 revolutions_per_minute,278.0 second,-3.125 percent,0.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x733fa0cc8a00>,6.666666666666667 percent,14.509803921568627 percent,14.117647058823529 percent,29.0 degree,0.0 count,2025-04-24 16:46:27,2025-04-24 16:46:31,2025-04-24 16:46:27,Signal Acquired,15.516358,73.945898,0.67,2.48,8.29,-0.01,0.07,-0.01,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:27,Signal Acquired,15.516353,73.945898,1.98,1.87,8.87,0.02,0.04,0.0,DETECTED
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-24 16:46:27,Signal Acquired,15.516353,73.945898,1.75,1.88,8.92,-0.07,-0.04,0.0,DETECTED
