ABSOLUTE_LOAD,ACCELERATOR_POS_D,ACCELERATOR_POS_E,BAROMETRIC_PRESSURE,CALIBRATION_ID,CATALYST_TEMP_B1S1,CLEAR_DTC,COMMANDED_EQUIV_RATIO,CONTROL_MODULE_VOLTAGE,COOLANT_TEMP,CVN,DISTANCE_SINCE_DTC_CLEAR,DISTANCE_W_MIL,DTC_ABSOLUTE_LOAD,DTC_ACCELERATOR_POS_D,DTC_ACCELERATOR_POS_E,DTC_BAROMETRIC_PRESSURE,DTC_CATALYST_TEMP_B1S1,DTC_COMMANDED_EQUIV_RATIO,DTC_CONTROL_MODULE_VOLTAGE,DTC_COOLANT_TEMP,DTC_DISTANCE_SINCE_DTC_CLEAR,DTC_DISTANCE_W_MIL,DTC_ENGINE_LOAD,DTC_EVAPORATIVE_PURGE,DTC_FUEL_STATUS,DTC_FUEL_TYPE,DTC_INTAKE_PRESSURE,DTC_INTAKE_TEMP,DTC_LONG_FUEL_TRIM_1,DTC_O2_B1S2,DTC_O2_S1_WR_CURRENT,DTC_O2_SENSORS,DTC_OBD_COMPLIANCE,DTC_PIDS_B,DTC_PIDS_C,DTC_RELATIVE_THROTTLE_POS,DTC_RPM,DTC_RUN_TIME,DTC_SHORT_FUEL_TRIM_1,DTC_SPEED,DTC_STATUS,DTC_THROTTLE_ACTUATOR,DTC_THROTTLE_POS,DTC_THROTTLE_POS_B,DTC_TIMING_ADVANCE,DTC_WARMUPS_SINCE_DTC_CLEAR,ELM_VERSION,ELM_VOLTAGE,ENGINE_LOAD,EVAPORATIVE_PURGE,FUEL_STATUS,FUEL_TYPE,GET_CURRENT_DTC,GET_DTC,INTAKE_PRESSURE,INTAKE_TEMP,LONG_FUEL_TRIM_1,MIDS_A,MIDS_B,MIDS_C,MIDS_D,MIDS_E,MIDS_F,MONITOR_CATALYST_B1,MONITOR_MISFIRE_CYLINDER_1,MONITOR_MISFIRE_CYLINDER_2,MONITOR_MISFIRE_CYLINDER_3,MONITOR_MISFIRE_CYLINDER_4,MONITOR_O2_B1S1,MONITOR_O2_B1S2,O2_B1S2,O2_S1_WR_CURRENT,O2_SENSORS,OBD_COMPLIANCE,PIDS_9A,PIDS_A,PIDS_B,PIDS_C,RELATIVE_THROTTLE_POS,RPM,RUN_TIME,SHORT_FUEL_TRIM_1,SPEED,STATUS,THROTTLE_ACTUATOR,THROTTLE_POS,THROTTLE_POS_B,TIMING_ADVANCE,VIN,WARMUPS_SINCE_DTC_CLEAR
61.96078431372549 percent,27.45098039215686 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),604.8000000000001 degree_Celsius,,1.0093365 ratio,14.267 volt,80 degree_Celsius,f02cf04a,5106.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,26.666666666666668 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",25 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,0.1796875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1133.0 revolutions_per_minute,948.0 second,0.0 percent,49.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289106510>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-22.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
22.745098039215687 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),594.4000000000001 degree_Celsius,,1.9988175 ratio,14.117 volt,81 degree_Celsius,f02cf04a,5106.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,22.745098039215687 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",24 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.44140625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,17.647058823529413 percent,1339.0 revolutions_per_minute,952.0 second,0.0 percent,32.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289110650>,18.823529411764707 percent,24.313725490196077 percent,39.6078431372549 percent,6.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
80.3921568627451 percent,33.333333333333336 percent,16.470588235294116 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),581.0 degree_Celsius,,0.935313 ratio,14.105 volt,81 degree_Celsius,f02cf04a,5106.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,85.49019607843137 percent,87.45098039215686 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",80 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.775 volt,-0.0234375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,8.627450980392156 percent,1256.0 revolutions_per_minute,956.0 second,8.59375 percent,40.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289112750>,8.627450980392156 percent,17.647058823529413 percent,34.11764705882353 percent,16.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
58.03921568627451 percent,27.45098039215686 percent,13.72549019607843 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),606.7 degree_Celsius,,1.020347 ratio,14.267 volt,81 degree_Celsius,f02cf04a,5106.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,53.333333333333336 percent,60.78431372549019 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",44 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.745 volt,0.015625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1082.0 revolutions_per_minute,960.0 second,6.25 percent,41.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289114890>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-5.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
23.92156862745098 percent,20.392156862745097 percent,10.196078431372548 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),604.6 degree_Celsius,,1.9988175 ratio,14.297 volt,80 degree_Celsius,f02cf04a,5106.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,22.352941176470587 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",22 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.46484375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1273.0 revolutions_per_minute,964.0 second,0.0 percent,43.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289116990>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-25.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
21.176470588235293 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),578.8000000000001 degree_Celsius,,1.9988175 ratio,14.272 volt,80 degree_Celsius,f02cf04a,5106.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,22.352941176470587 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",22 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.46875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1113.0 revolutions_per_minute,968.0 second,0.0 percent,30.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289124ad0>,4.313725490196078 percent,15.294117647058824 percent,32.94117647058823 percent,-16.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
29.019607843137255 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),569.9 degree_Celsius,,0.935313 ratio,14.285 volt,80 degree_Celsius,f02cf04a,5106.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,69.01960784313725 percent,77.25490196078431 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",73 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.6 volt,-0.1328125 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,18.03921568627451 percent,1636.0 revolutions_per_minute,972.0 second,14.0625 percent,33.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289126bd0>,19.607843137254903 percent,25.098039215686274 percent,40.3921568627451 percent,10.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
80.3921568627451 percent,33.72549019607843 percent,16.862745098039216 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),580.2 degree_Celsius,,0.935313 ratio,14.167 volt,79 degree_Celsius,f02cf04a,5107.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,31.764705882352942 percent,33.333333333333336 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",28 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.765 volt,0.16015625 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1211.0 revolutions_per_minute,977.0 second,0.0 percent,38.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289128d10>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-24.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
22.745098039215687 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),583.2 degree_Celsius,,1.9988175 ratio,14.197000000000001 volt,79 degree_Celsius,f02cf04a,5107.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.3 volt,23.137254901960784 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",23 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.0 volt,1.4609375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1233.0 revolutions_per_minute,981.0 second,0.0 percent,29.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828912ae10>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-25.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
21.96078431372549 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),570.7 degree_Celsius,,1.9988175 ratio,14.255 volt,79 degree_Celsius,f02cf04a,5107.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,67.84313725490196 percent,10.588235294117647 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",72 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.125 volt,-0.1171875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,12.156862745098039 percent,1459.0 revolutions_per_minute,985.0 second,13.28125 percent,28.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289134f50>,12.156862745098039 percent,20.0 percent,35.68627450980392 percent,18.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
54.509803921568626 percent,20.784313725490197 percent,10.196078431372548 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),574.1 degree_Celsius,,0.935313 ratio,13.935 volt,79 degree_Celsius,f02cf04a,5107.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.0 volt,79.6078431372549 percent,80.3921568627451 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",79 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.87 volt,-0.2421875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,7.450980392156863 percent,1247.0 revolutions_per_minute,989.0 second,8.59375 percent,33.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289137050>,9.019607843137255 percent,18.03921568627451 percent,34.509803921568626 percent,15.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
50.98039215686274 percent,19.215686274509803 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),577.0 degree_Celsius,,0.981978 ratio,13.615 volt,79 degree_Celsius,f02cf04a,5107.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,25.098039215686274 percent,0.0 percent,"('Open loop due to engine load OR fuel cut due to deceleration', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",26 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.825 volt,1.40234375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,5.882352941176471 percent,1239.0 revolutions_per_minute,993.0 second,0.0 percent,17.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828913d190>,7.0588235294117645 percent,17.254901960784313 percent,33.72549019607843 percent,11.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
43.92156862745098 percent,29.41176470588235 percent,14.901960784313726 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),572.1 degree_Celsius,,0.935313 ratio,14.297 volt,79 degree_Celsius,f02cf04a,5107.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,29.019607843137255 percent,32.15686274509804 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",27 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Unknown : 10600.0 millisecond [PASSED]
Unknown : 32.0 ohm [PASSED]
Unknown : -1.53125 milliampere [PASSED]
Unknown : 3749.0 count [PASSED]",,0.155 volt,-0.08984375 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,3.9215686274509802 percent,1039.0 revolutions_per_minute,997.0 second,10.9375 percent,17.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x78828913fb50>,4.313725490196078 percent,14.901960784313726 percent,31.764705882352942 percent,-1.0 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
25.88235294117647 percent,18.823529411764707 percent,9.411764705882353 percent,0 kilopascal,bytearray(b'37805-5V6-D6'),576.0 degree_Celsius,,0.935313 ratio,14.297 volt,79 degree_Celsius,f02cf04a,5107.0 kilometer,27.0 kilometer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ELM327 v1.5,14.2 volt,68.62745098039215 percent,49.01960784313726 percent,"('Closed loop, using oxygen sensor feedback to determine fuel mix', '')",Gasoline,[],"[('P0138', 'O2 Sensor Circuit High Voltage')]",66 kilopascal,34 degree_Celsius,8.59375 percent,11000000000000000000000000000001,10000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,00000000000000000000000000000001,01111000000000000000000000000000,Unknown : 0.0 volt [PASSED],"Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]","Average misfire counts for last ten driving cycles : 0.0 count [PASSED]
Misfire counts for last/current driving cycles : 0.0 count [PASSED]",,,0.84 volt,-0.07421875 milliampere,"((), (False, False, False, False), (False, False, True, True))",India OBD II (IOBD II),0101010001000000000000000000000000000000,10111110001111101010100000010011,10000000000001011011000000010001,01111010110100001000000000000000,12.156862745098039 percent,2124.0 revolutions_per_minute,1001.0 second,12.5 percent,15.0 kilometer_per_hour,<obd.OBDResponse.Status object at 0x788289145910>,14.509803921568627 percent,21.568627450980394 percent,38.03921568627451 percent,24.5 degree,bytearray(b'MAKGK785FG4100583'),255.0 count
